ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,S-N-G-No,N-G-No-Time1_1,N-G-No-Time1_2,N-G-No-Time1_3,N-G-No-Time1_4,T-N-G-No,N-G-No-Time2_1,N-G-No-Time2_2,N-G-No-Time2_3,N-G-No-Time2_4,G-N-G-No,N-G-No-Time3_1,N-G-No-Time3_2,N-G-No-Time3_3,N-G-No-Time3_4,S-N-B-No,N-B-No-Time1_1,N-B-No-Time1_2,N-B-No-Time1_3,N-B-No-Time1_4,T-N-B-No,N-B-No-Time2_1,N-B-No-Time2_2,N-B-No-Time2_3,N-B-No-Time2_4,G-N-B-No,N-B-No-Time3_1,N-B-No-Time3_2,N-B-No-Time3_3,N-B-No-Time3_4,S-N-G-Ms,N-G-Ms-Time1_1,N-G-Ms-Time1_2,N-G-Ms-Time1_3,N-G-Ms-Time1_4,T-N-G-Ms,N-G-Ms-Time2_1,N-G-Ms-Time2_2,N-G-Ms-Time2_3,N-G-Ms-Time2_4,G-N-G-Ms,N-G-Ms-Time3_1,N-G-Ms-Time3_2,N-G-Ms-Time3_3,N-G-Ms-Time3_4,S-N-B-Ms,N-B-Ms-Time1_1,N-B-Ms-Time1_2,N-B-Ms-Time1_3,N-B-Ms-Time1_4,T-N-B-Ms,N-B-Ms-Time2_1,N-B-Ms-Time2_2,N-B-Ms-Time2_3,N-B-Ms-Time2_4,G-N-B-Ms,Q90_1,Q90_2,Q90_3,Q90_4,S-M-G-No,M-G-No-Time1_1,M-G-No-Time1_2,M-G-No-Time1_3,M-G-No-Time1_4,T-M-G-No,M-G-No-Time2_1,M-G-No-Time2_2,M-G-No-Time2_3,M-G-No-Time2_4,G-M-G-No,M-G-No-Time3_1,M-G-No-Time3_2,M-G-No-Time3_3,M-G-No-Time3_4,S-M-B-No,M-B-No-Time1_1,M-B-No-Time1_2,M-B-No-Time1_3,M-B-No-Time1_4,T-M-B-No,M-B-No-Time2_1,M-B-No-Time2_2,M-B-No-Time2_3,M-B-No-Time2_4,G-M-B-No,M-B-No-Time3_1,M-B-No-Time3_2,M-B-No-Time3_3,M-B-No-Time3_4,S-M-G-Ms,M-G-Ms-Time1_1,M-G-Ms-Time1_2,M-G-Ms-Time1_3,M-G-Ms-Time1_4,T-M-G-Ms,M-G-Ms-Time2_1,M-G-Ms-Time2_2,M-G-Ms-Time2_3,M-G-Ms-Time2_4,G-M-G-Ms,M-G-Ms-Time3_1,M-G-Ms-Time3_2,M-G-Ms-Time3_3,M-G-Ms-Time3_4,S-M-B-Ms,M-B-Ms-Time1_1,M-B-Ms-Time1_2,M-B-Ms-Time1_3,M-B-Ms-Time1_4,T-M-B-Ms,M-B-Ms-Time2_1,M-B-Ms-Time2_2,M-B-Ms-Time2_3,M-B-Ms-Time2_4,G-M-B-Ms,M-B-Ms-Time3_1,M-B-Ms-Time3_2,M-B-Ms-Time3_3,M-B-Ms-Time3_4,DemoInstr,age,gender,ethnicity,ethnicity_TEXT,education,ses,DO-BR-FL_14,DO-BL-Non-moral-Good-Nomentalstates,DO-BL-Non-moral-Bad-Nomentalstates,DO-BL-Non-moral-Good-Mentalstates,DO-BL-Non-moral-Bad-Mentalstates,DO-BL-Moral-Good-Nomentalstates,DO-BL-Moral-Bad-Nomentalstates,DO-BL-Moral-Good-Mentalstates,DO-BL-Moral-Bad-Mentalstates,LocationLatitude,LocationLongitude,LocationAccuracy
R_3rOFXZaSvwDZPr0,Default Response Set,Anonymous,,,50.4.148.63,0,8/15/2016 14:24,8/15/2016 14:26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,47.214,47.214,48.166,1,6,8.384,8.384,10.128,1,6,6.672,6.672,8.116,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,1,5,,3,7,Non-moral - Bad - Mental states,,,,G-N-B-Ms|N-B-Ms-Time1|T-N-B-Ms|N-B-Ms-Time2|S-N-B-Ms|Q90,,,,,41.40260315,-81.83370209,-1
R_1yPoyAAP3wbcL4d,Default Response Set,Anonymous,,,50.157.63.139,0,8/15/2016 14:24,8/15/2016 14:26,1,1,6,25.621,36.993,38.287,5,5,35.689,35.689,36.944,1,6,28.246,28.246,31.082,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2,5,,4,8,Non-moral - Good - No mental states,T-N-G-No|N-G-No-Time1|S-N-G-No|N-G-No-Time2|G-N-G-No|N-G-No-Time3,,,,,,,,32.39379883,-92.23290253,-1
R_cCmvcIK1LZ265Ap,Default Response Set,Anonymous,,,97.90.125.33,0,8/15/2016 14:23,8/15/2016 14:26,1,1,,,,,,,,,,,,,,,,3,29.158,29.158,31.287,1,4,27.457,27.457,28.212,1,6,19.353,19.353,20.165,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2,4,,4,9,Non-moral - Bad - No mental states,,S-N-B-No|N-B-No-Time1|T-N-B-No|N-B-No-Time2|G-N-B-No|N-B-No-Time3,,,,,,,43.21789551,-123.4020996,-1
R_3NPT622nCXxTqMq,Default Response Set,Anonymous,,,104.33.94.59,0,8/15/2016 14:25,8/15/2016 14:27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,22.061,22.061,23.131,1,6,8.03,8.03,14.638,1,6,8.822,16.567,17.366,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,3,,5,3,Moral - Bad - No mental states,,,,,,T-M-B-No|M-B-No-Time1|S-M-B-No|M-B-No-Time2|G-M-B-No|M-B-No-Time3,,,34.125,-118.0495987,-1
R_VWohcEIqeUcyB6p,Default Response Set,Anonymous,,,73.214.243.173,0,8/15/2016 14:25,8/15/2016 14:27,1,1,7,24.819,25.094,25.858,2,7,14.255,14.255,15.208,1,4,15.126,15.126,16.383,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2,5,,5,8,Non-moral - Good - No mental states,S-N-G-No|N-G-No-Time1|G-N-G-No|N-G-No-Time2|T-N-G-No|N-G-No-Time3,,,,,,,,40.33560181,-79.55069733,-1
R_C3boB9uDng2xbZ7,Default Response Set,Anonymous,,,74.76.35.193,0,8/15/2016 14:24,8/15/2016 14:27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59.945,59.945,61.45,1,1,37.55,37.55,39.14,1,1,27.14,27.14,29.114,1,,37,2,5,,4,8,Moral - Bad - Mental states,,,,,,,,T-M-B-Ms|M-B-Ms-Time1|G-M-B-Ms|M-B-Ms-Time2|S-M-B-Ms|M-B-Ms-Time3,42.92140198,-73.9095993,-1
R_2aQNKP4Ug6R9Sn4,Default Response Set,Anonymous,,,174.134.100.37,0,8/15/2016 14:25,8/15/2016 14:27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,44.297,45.37,46.625,2,6,2.606,3.509,7.03,2,5,4.643,15.379,17.329,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,1,5,,4,7,Non-moral - Bad - Mental states,,,,S-N-B-Ms|N-B-Ms-Time1|G-N-B-Ms|N-B-Ms-Time2|T-N-B-Ms|Q90,,,,,35.20440674,-118.8647995,-1
R_2YKfpziMTrQ25Of,Default Response Set,Anonymous,,,204.195.130.145,0,8/15/2016 14:26,8/15/2016 14:27,1,1,7,21.908,25.102,25.675,2,6,13.471,13.471,14.285,1,7,15.167,15.167,15.988,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,5,,4,7,Non-moral - Good - No mental states,G-N-G-No|N-G-No-Time1|S-N-G-No|N-G-No-Time2|T-N-G-No|N-G-No-Time3,,,,,,,,39.84170532,-79.89579773,-1
R_2PvtqsiQ10cTz3w,Default Response Set,Anonymous,,,24.39.61.70,0,8/15/2016 14:23,8/15/2016 14:27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,109.654,109.654,111.134,1,7,33.952,33.952,35.172,1,7,23.163,23.163,23.975,1,,24,2,5,,2,8,Moral - Bad - Mental states,,,,,,,,T-M-B-Ms|M-B-Ms-Time1|S-M-B-Ms|M-B-Ms-Time2|G-M-B-Ms|M-B-Ms-Time3,44.86349487,-68.84020233,-1
R_12ne3GNu4OuUfFg,Default Response Set,Anonymous,,,97.85.70.251,0,8/15/2016 14:26,8/15/2016 14:27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,26.322,26.322,27.464,1,7,12.557,12.557,13.716,1,7,3.687,4.815,5.875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2,5,,5,9,Non-moral - Bad - Mental states,,,,T-N-B-Ms|N-B-Ms-Time1|G-N-B-Ms|N-B-Ms-Time2|S-N-B-Ms|Q90,,,,,46.40910339,-84.35369873,-1
R_27P6KLnCGuM5f7w,Default Response Set,Anonymous,,,75.88.27.209,0,8/15/2016 14:26,8/15/2016 14:27,1,1,,,,,,,,,,,,,,,,5,12.369,16.155,18.195,3,5,13.742,15.227,16.626,2,7,11.667,13.291,14.706,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,2,5,,4,8,Non-moral - Bad - No mental states,,G-N-B-No|N-B-No-Time1|T-N-B-No|N-B-No-Time2|S-N-B-No|N-B-No-Time3,,,,,,,36.23309326,-93.06359863,-1
R_3KIK1JHgbcuuGUt,Default Response Set,Anonymous,,,97.81.210.84,0,8/15/2016 14:24,8/15/2016 14:27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,30.509,56.772,60.303,5,7,4.278,53.101,54.528,6,7,35.95,54.973,56.753,5,,,,,,,,,,,,,,,,,63,2,5,,4,6,Moral - Good - Mental states,,,,,,,S-M-G-Ms|M-G-Ms-Time1|T-M-G-Ms|M-G-Ms-Time2|G-M-G-Ms|M-G-Ms-Time3,,34.93179321,-82.0102005,-1
R_dm34smACTzU28GR,Default Response Set,Anonymous,,,172.56.12.2,0,8/15/2016 14:25,8/15/2016 14:28,1,1,,,,,,,,,,,,,,,,3,28.476,28.476,30.614,1,2,32.868,32.868,35.36,1,3,17.484,17.484,20.842,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2,5,,5,3,Non-moral - Bad - No mental states,,S-N-B-No|N-B-No-Time1|G-N-B-No|N-B-No-Time2|T-N-B-No|N-B-No-Time3,,,,,,,37.75100708,-97.8219986,-1
R_cZUlXNe8Dti3b45,Default Response Set,Anonymous,,,148.75.187.118,0,8/15/2016 14:26,8/15/2016 14:28,1,1,4,4.228,28.586,31.451,4,4,11.538,11.538,15.42,1,4,10.944,10.944,12.755,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,5,,5,5,Non-moral - Good - No mental states,T-N-G-No|N-G-No-Time1|S-N-G-No|N-G-No-Time2|G-N-G-No|N-G-No-Time3,,,,,,,,40.87319946,-73.08119965,-1
R_12FKXHTmN1n4xcc,Default Response Set,Anonymous,,,68.98.125.118,0,8/15/2016 14:25,8/15/2016 14:28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,36.995,36.995,39.376,1,7,7.199,28.55,29.288,3,7,37.266,38.551,39.04,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,5,,4,4,Non-moral - Good - Mental states,,,G-N-G-Ms|N-G-Ms-Time1|T-N-G-Ms|N-G-Ms-Time2|S-N-G-Ms|N-G-Ms-Time3,,,,,,33.35279846,-111.7890015,-1
R_1PYPqIOIWOzBJuj,Default Response Set,Anonymous,,,152.51.56.1,0,8/15/2016 14:25,8/15/2016 14:28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,43.867,43.867,49.741,1,4,22.365,22.365,24.917,1,4,0.877,38.846,40.037,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,1,5,,5,7,Moral - Bad - No mental states,,,,,,S-M-B-No|M-B-No-Time1|T-M-B-No|M-B-No-Time2|G-M-B-No|M-B-No-Time3,,,35.789505,-78.8742981,-1
R_1OJIlINqFUyneb3,Default Response Set,Anonymous,,,73.178.168.46,0,8/15/2016 14:25,8/15/2016 14:28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,33.208,44.99,46.06,4,4,3.272,22.785,23.566,3,4,2.209,40.203,40.935,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,1,5,,4,8,Moral - Good - No mental states,,,,,T-M-G-No|M-G-No-Time1|G-M-G-No|M-G-No-Time2|S-M-G-No|M-G-No-Time3,,,,40.08039856,-74.45809937,-1
R_3QSoAHIYtCreOLM,Default Response Set,Anonymous,,,70.193.8.117,0,8/15/2016 14:25,8/15/2016 14:28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,24.822,24.822,25.276,1,7,47.178,47.178,47.819,1,7,19.681,19.681,20.278,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2,5,,5,3,Non-moral - Good - Mental states,,,T-N-G-Ms|N-G-Ms-Time1|G-N-G-Ms|N-G-Ms-Time2|S-N-G-Ms|N-G-Ms-Time3,,,,,,34.72210693,-80.20649719,-1
R_uwRqpQUhNen5h3b,Default Response Set,Anonymous,,,24.29.241.162,0,8/15/2016 14:24,8/15/2016 14:28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,29.219,36.638,37.56,2,7,19.357,19.357,20.86,1,6,14.764,15.94,16.75,3,,,,,,,,,,,,,,,,,18,1,5,,4,7,Moral - Good - Mental states,,,,,,,T-M-G-Ms|M-G-Ms-Time1|G-M-G-Ms|M-G-Ms-Time2|S-M-G-Ms|M-G-Ms-Time3,,40.56410217,-81.4835968,-1
R_1MjoIfyc2AHOtEd,Default Response Set,Anonymous,,,68.98.21.50,0,8/15/2016 14:25,8/15/2016 14:28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,57.347,57.347,58.649,1,5,28.023,28.023,28.984,1,6,25.726,25.726,26.761,1,,28,1,5,,5,4,Moral - Bad - Mental states,,,,,,,,G-M-B-Ms|M-B-Ms-Time1|S-M-B-Ms|M-B-Ms-Time2|T-M-B-Ms|M-B-Ms-Time3,33.43569946,-111.917099,-1
R_s762eVGPYj10wYp,Default Response Set,Anonymous,,,97.102.72.95,0,8/15/2016 14:26,8/15/2016 14:28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27.82,27.82,29.055,1,2,29.4,29.4,30.331,1,2,18.924,18.924,19.861,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2,5,,4,6,Moral - Bad - No mental states,,,,,,T-M-B-No|M-B-No-Time1|G-M-B-No|M-B-No-Time2|S-M-B-No|M-B-No-Time3,,,28.0381012,-80.6115036,-1
R_3Dnci2SfAEwd2Ko,Default Response Set,Anonymous,,,64.61.92.178,0,8/15/2016 14:26,8/15/2016 14:28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,37.584,37.584,38.675,1,7,6.017,6.017,24.176,1,7,4.526,4.526,11.46,1,,,,,,,,,,,,,,,,,40,2,5,,8,3,Moral - Good - Mental states,,,,,,,G-M-G-Ms|M-G-Ms-Time1|T-M-G-Ms|M-G-Ms-Time2|S-M-G-Ms|M-G-Ms-Time3,,40.74490356,-73.97820282,-1
R_2zdWaqE9iKC10lO,Default Response Set,Anonymous,,,172.8.136.177,0,8/15/2016 14:26,8/15/2016 14:28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.514,44.514,45.123,1,1,37.72,37.72,38.263,1,1,20.698,20.698,21.927,1,,48,2,5,,6,8,Moral - Bad - Mental states,,,,,,,,T-M-B-Ms|M-B-Ms-Time1|S-M-B-Ms|M-B-Ms-Time2|G-M-B-Ms|M-B-Ms-Time3,32.92750549,-87.96849823,-1
R_2zvusLLsab5WK4c,Default Response Set,Anonymous,,,100.16.130.23,0,8/15/2016 14:26,8/15/2016 14:28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7.373,24.134,25.46,4,5,16.425,16.425,18.679,1,5,22.319,22.319,25.124,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,1,,5,7,Moral - Good - No mental states,,,,,T-M-G-No|M-G-No-Time1|S-M-G-No|M-G-No-Time2|G-M-G-No|M-G-No-Time3,,,,39.38169861,-76.72650146,-1
R_QcEJjUpknRY1skN,Default Response Set,Anonymous,,,208.64.72.142,0,8/15/2016 14:26,8/15/2016 14:28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,42.766,42.766,43.611,1,4,18.807,31.895,33.256,2,3,36.284,36.284,37.084,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,1,5,,5,6,Moral - Good - No mental states,,,,,G-M-G-No|M-G-No-Time1|S-M-G-No|M-G-No-Time2|T-M-G-No|M-G-No-Time3,,,,42.16859436,-74.78910065,-1
R_27v2F2yMRQkVTst,Default Response Set,Anonymous,,,97.90.210.58,0,8/15/2016 14:27,8/15/2016 14:29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3.531,15.368,16.945,4,5,8.35,13.29,14.682,3,6,3.552,6.215,7.387,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,5,,4,8,Non-moral - Good - Mental states,,,G-N-G-Ms|N-G-Ms-Time1|T-N-G-Ms|N-G-Ms-Time2|S-N-G-Ms|N-G-Ms-Time3,,,,,,35.73869324,-82.05480194,-1
R_3qL4Nmdhh8TeifB,Default Response Set,Anonymous,,,100.38.231.130,0,8/15/2016 14:25,8/15/2016 14:29,1,1,,,,,,,,,,,,,,,,2,2.282,137.237,139.734,18,1,1.803,14.667,15.457,4,4,9.677,12.352,13.512,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2,5,,5,7,Non-moral - Bad - No mental states,,S-N-B-No|N-B-No-Time1|G-N-B-No|N-B-No-Time2|T-N-B-No|N-B-No-Time3,,,,,,,40.57670593,-73.98999786,-1
R_3KxZQZFbVH0R1l6,Default Response Set,Anonymous,,,66.8.180.63,0,8/15/2016 14:25,8/15/2016 14:29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15.374,51.027,53.965,2,5,37.35,37.35,44.084,1,2,19.404,34.127,35.599,2,,34,1,3,,5,5,Moral - Bad - Mental states,,,,,,,,S-M-B-Ms|M-B-Ms-Time1|T-M-B-Ms|M-B-Ms-Time2|G-M-B-Ms|M-B-Ms-Time3,21.29359436,-157.6889954,-1
R_3s5NAFCBlqseGgc,Default Response Set,Anonymous,,,23.27.244.69,0,8/15/2016 14:20,8/15/2016 14:29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,157.668,178.314,179.703,4,5,25.562,26.244,27.142,2,5,5.52,5.52,6.664,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,1,1,,5,4,Moral - Good - No mental states,,,,,G-M-G-No|M-G-No-Time1|S-M-G-No|M-G-No-Time2|T-M-G-No|M-G-No-Time3,,,,37.33869934,-121.8914032,-1
R_1LvNTAA36Kl05bm,Default Response Set,Anonymous,,,96.36.79.53,0,8/15/2016 14:26,8/15/2016 14:29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,56.068,56.068,57.864,1,7,31.936,31.936,33.419,1,7,31.811,31.811,33.645,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,2,5,,6,6,Non-moral - Bad - Mental states,,,,T-N-B-Ms|N-B-Ms-Time1|G-N-B-Ms|N-B-Ms-Time2|S-N-B-Ms|Q90,,,,,34.93179321,-82.0102005,-1
R_79z78DkJhBJZhND,Default Response Set,Anonymous,,,205.215.241.105,0,8/15/2016 14:22,8/15/2016 14:29,1,1,5,1.517,3.925,4.726,2,5,2.529,2.529,3.407,1,6,2.515,2.515,3.709,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2,5,,5,7,Non-moral - Good - No mental states,T-N-G-No|N-G-No-Time1|S-N-G-No|N-G-No-Time2|G-N-G-No|N-G-No-Time3,,,,,,,,39.29660034,-76.6072998,-1
R_Xk2hcRaOfC058CB,Default Response Set,Anonymous,,,74.98.6.62,0,8/15/2016 14:28,8/15/2016 14:29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7.92,25.778,27.097,2,2,11.435,11.435,12.149,1,4,17.568,17.568,18.501,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,5,,4,6,Moral - Good - No mental states,,,,,S-M-G-No|M-G-No-Time1|T-M-G-No|M-G-No-Time2|G-M-G-No|M-G-No-Time3,,,,40.65969849,-78.24160004,-1
R_z0bu61iXm86QGop,Default Response Set,Anonymous,,,137.148.216.226,0,8/15/2016 14:26,8/15/2016 14:29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,54.141,54.141,59.8,1,7,49.313,49.313,53.744,1,7,37.884,37.884,49.593,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,5,,4,6,Non-moral - Bad - Mental states,,,,T-N-B-Ms|N-B-Ms-Time1|G-N-B-Ms|N-B-Ms-Time2|S-N-B-Ms|Q90,,,,,41.48750305,-81.67240143,-1
R_27KfKgF3pAOispL,Default Response Set,Anonymous,,,174.58.40.85,0,8/15/2016 14:26,8/15/2016 14:29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,52.55,52.55,54.171,1,7,53.349,53.349,54.699,1,7,46.595,46.595,47.791,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,2,5,,8,9,Non-moral - Good - Mental states,,,T-N-G-Ms|N-G-Ms-Time1|S-N-G-Ms|N-G-Ms-Time2|G-N-G-Ms|N-G-Ms-Time3,,,,,,27.41760254,-81.48120117,-1
R_2c5UkeekQtbqk9G,Default Response Set,Anonymous,,,216.119.149.106,0,8/15/2016 14:26,8/15/2016 14:29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.531,4.531,5.672,1,6,44.871,50.224,51.758,2,4,73.072,73.072,74.526,1,,30,1,5,,6,5,Moral - Bad - Mental states,,,,,,,,S-M-B-Ms|M-B-Ms-Time1|G-M-B-Ms|M-B-Ms-Time2|T-M-B-Ms|M-B-Ms-Time3,33.74899292,-84.38800049,-1
R_2ClJI6rF6xiHccV,Default Response Set,Anonymous,,,68.8.190.103,0,8/15/2016 14:28,8/15/2016 14:30,1,1,4,41.138,41.463,42.178,2,6,22.204,22.204,22.886,1,5,14.36,14.36,15.083,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2,5,,5,6,Non-moral - Good - No mental states,T-N-G-No|N-G-No-Time1|S-N-G-No|N-G-No-Time2|G-N-G-No|N-G-No-Time3,,,,,,,,33.0500946,-117.2528,-1
R_1isuBU6AkxqkyCa,Default Response Set,Anonymous,,,108.245.210.149,0,8/15/2016 14:26,8/15/2016 14:30,1,1,,,,,,,,,,,,,,,,2,32.213,44.384,50.547,3,3,25.784,47.438,49.047,4,2,23.652,40.391,46.403,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,3,,5,6,Non-moral - Bad - No mental states,,S-N-B-No|N-B-No-Time1|G-N-B-No|N-B-No-Time2|T-N-B-No|N-B-No-Time3,,,,,,,38.4828949,-121.639801,-1
